corrida,dimension,posicion_inicial,posicion_final,valor_final,iteraciones,evaluaciones
41,3,"[0.19832489162163247, -1.7757662176203894, 1.0916456428854668]","[0.1733096572117192, 0.03627918241139938, 0.001104709394313202]",1.6160766454435076,1000,1002
42,3,"[0.3428908553476666, 1.1549080664390008, 1.0311556808533622]","[0.9662181106487465, 0.9334497833876083, 0.870998163421101]",0.0055826890330259015,1000,1002
43,3,"[1.241096486739301, 0.07376103999334349, -1.4732307734793626]","[0.5149670794409156, 0.2656254633793, 0.06772073960178283]",0.7753861349240095,1000,1002
44,3,"[0.7010610109632047, 0.49346062357287135, 0.9922690547674611]","[0.9072952418464338, 0.8228458370538844, 0.676137834343234]",0.040077128305909954,1000,1002
45,3,"[-1.3521673992161882, -1.2493815812084152, 1.5991173825303693]","[0.16561836548642198, 0.033848982027019234, 0.0009582630620624975]",1.63376506496278,1000,1002
46,3,"[1.023909062459682, 1.6721038897165226, 1.0596979554874193]","[1.0556306464490692, 1.1145686751170787, 1.2427707435474404]",0.016251017281267682,1000,1002
47,3,"[0.39794813333627665, 0.6313276908661707, 1.5938679764582808]","[1.017191655300987, 1.0347445429119924, 1.0708581747348789]",0.0015057889950793098,1000,1002
48,3,"[0.3227924664809083, 0.5422748644490749, -1.407071371249252]","[0.4489932890232098, 0.20279829462377355, 0.03882101949168166]",0.9398155757568878,1000,1002
49,3,"[-0.10681868240444325, 0.8863625705803733, -0.9382187076961672]","[-0.012422900065345625, 0.010472488020922502, 0.00012318170569248956]",2.0148112854900138,1000,1002
50,3,"[-1.219566876571505, -0.7625653935127938, -1.0588134277413541]","[-0.2128491345308903, 0.057703903731524245, 0.0036908801161026398]",2.374311889588473,1000,1002
51,3,"[-1.1677178386989226, -0.30781094761231587, 1.6705065528669558]","[-0.02709209150107574, 0.011311186312821133, 0.00014906278218098113]",2.0436115056694533,1000,1002
52,3,"[0.028916313041789987, -1.278278120180437, -1.7327240422159398]","[0.22134250345071127, 0.05416260554362, 0.0025241924658347546]",1.5036056293105782,1000,1002
53,3,"[0.803455570484942, -0.48005626086855546, 1.3182195572136317]","[0.22685824511808975, 0.056515730883116067, 0.002756319225991299]",1.4904812263898015,1000,1002
54,3,"[0.6533561083525945, 1.2134049814174457, -0.9341090225420339]","[0.5997097296691682, 0.3593879367988821, 0.12600034479886657]",0.5716212219528465,1000,1002
55,3,"[0.7879021464004943, -0.966402110694528, 1.7984244918283943]","[0.16614919851126897, 0.03401287294664235, 0.0009678003633454379]",1.6325472345507461,1000,1002
56,3,"[0.5585890571607015, -0.7187996664817988, -0.9440794120508513]","[0.4027336165205777, 0.16404235946927512, 0.025046363804966894]",1.056241092740931,1000,1002
57,3,"[-1.2659647075465483, 0.7972493676287091, -1.1521408491604896]","[-0.415238876834368, 0.18447512093360832, 0.03531627171280909]",2.68267166008238,1000,1002
58,3,"[0.39036217723899513, -0.9640549297137364, 0.6634247978756855]","[0.21155569276056155, 0.05013946696153296, 0.0021519290983246977]",1.5267909399259911,1000,1002
59,3,"[1.2899931281020485, 1.1387913959204994, 1.0684470514924818]","[1.0335062587133141, 1.0682633064096227, 1.1414978858902216]",0.005793886465005994,1000,1002
60,3,"[-1.2790890262845356, -1.6859752571514113, 0.8148944014843313]","[0.16216999953298902, 0.03279813650950783, 0.0008983167362281063]",1.641665437718099,1000,1002
61,3,"[-0.5392498122983371, -0.2771098566518895, -1.9204133159182701]","[-0.14623480267205466, 0.03344214728968107, 0.001295032456173606]",2.2626298286327144,1000,1002
62,3,"[-0.9847748637693985, -1.9100614497301953, 1.5531449245747102]","[0.1624511842104911, 0.032882913054508224, 0.000903102082591828]",1.641021942772564,1000,1002
63,3,"[-1.0510471855368992, 0.234853046571041, -1.8883407025720098]","[-0.26412120573284603, 0.08222610782732873, 0.007311327979392486]",2.455881967628411,1000,1002
64,3,"[0.6834069147879753, -0.7248799917912316, 1.6298769897785994]","[0.17563596930542558, 0.0370377286227531, 0.0011526753836586705]",1.6107084742912194,1000,1002
65,3,"[1.5897321018738109, -0.7156096271902812, 1.6423358287481564]","[0.1893051426714585, 0.041715732682788824, 0.001472279301714695]",1.5789986786861265,1000,1002
66,3,"[2.032261830650998, 1.3329025602516915, 1.4125930404054179]","[1.1126570598303012, 1.23843264610616, 1.5346915315546972]",0.06965524494009012,1000,1002
67,3,"[-1.0280602168971678, 0.31417302572136974, -1.7725197763896614]","[-0.2764143691465729, 0.08886639011576086, 0.008498180293601103]",2.4749630752545064,1000,1002
68,3,"[-1.6592161307784408, 2.0434641388883588, -0.7100856343514688]","[-0.6546996184483559, 0.4395255951887609, 0.19581207388748922]",3.064721654811076,1000,1002
69,3,"[1.0165613037520749, 1.2561000571978402, 1.4664633180456108]","[1.0972007468792517, 1.204219001436049, 1.4509977059954313]",0.05124002371711567,1000,1002
70,3,"[2.038285506159233, -1.0588303963878694, -1.88272301318267]","[0.47716435753159675, 0.22853831002647693, 0.049676252669002455]",0.8692349608926112,1000,1002
71,3,"[-0.36375954229417595, -1.5151895763806333, -1.9561435579922222]","[0.009906605727000632, 0.009994195728264548, 0.00010382849269928393]",1.9701896136717298,1000,1002
72,3,"[-0.5716917160284729, 1.1621918764041683, 0.27107611125789033]","[-0.7770135076976754, 0.614110150094254, 0.38031696759133976]",3.3184361349519644,1000,1002
73,3,"[-0.7668613561943898, 0.6321848544981798, -1.0976535334551114]","[-0.3558873564496142, 0.13894453554571742, 0.020276813143374366]",2.5950426412319247,1000,1002
74,3,"[-1.9890935968887398, 1.0827914708436066, 0.5068516756029813]","[-0.9119531618227205, 0.8414933189085491, 0.711734574408123]",3.691674515794997,1000,1002
75,3,"[1.0743915499559322, -1.8885098836473218, 1.3808419955943516]","[0.16844158724696112, 0.03472716946473785, 0.0010099204082614937]",1.6272829705592864,1000,1002
76,3,"[0.48957931534869825, 0.25966735651897377, 0.5104191410771213]","[0.6788271817999663, 0.46020325507307913, 0.20879049964687266]",0.3954667994584049,1000,1002
77,3,"[1.4927185791728195, 0.35609193086528323, 0.33157275602198233]","[0.804463566688655, 0.6465441034381288, 0.41600637276564945]",0.16360888011162,1000,1002
78,3,"[2.0098218273413764, 1.0515667643128546, -0.23636457287214996]","[0.7875501429107001, 0.6195908543602755, 0.381714560659631]",0.19036206589147636,1000,1002
79,3,"[0.8494981121348721, -0.4537119879504343, -1.1105261056675881]","[0.46772422750202813, 0.21973237532055606, 0.04580888498685414]",0.8928402477984826,1000,1002
80,3,"[0.39670528773226277, 1.7538338738747452, 1.7577554739833352]","[1.1381130991804076, 1.2958214257600158, 1.6803215213645901]",0.10674908910917615,1000,1002
81,3,"[-0.6475559808799116, 0.1133669016440626, -1.1811393594578485]","[-0.24810839492751754, 0.07401866946506351, 0.005965877423885519]",2.430767105500287,1000,1002
82,3,"[2.030105024507427, 1.9706589506270644, 0.6123885760817043]","[1.0128271507061017, 1.0258678212942867, 1.0525260074063127]",0.0008353893621640535,1000,1002
83,3,"[1.246879988438931, 0.8810502606180353, 0.3815760651856617]","[0.8780223442579901, 0.7704896550774986, 0.5924068403249474]",0.0677279639616234,1000,1002
84,3,"[-1.829486604333475, -0.1852852529043003, 0.7159246936777137]","[-0.6606344224497284, 0.44730458166178394, 0.20274106916462223]",3.0756949076158313,1000,1002
85,3,"[0.7271694904675723, -0.5196897549419168, 1.8091703773512933]","[0.1777501331844791, 0.03773657659898539, 0.0011978158360160611]",1.605822619034138,1000,1002
86,3,"[-1.3625055959581451, 0.0014722916989362567, 0.7818607679521703]","[-0.7203116285095985, 0.5294492598245321, 0.2832631914751346]",3.1929952717456733,1000,1002
87,3,"[0.8074682609328505, 0.6088251669250684, -0.9204194777011807]","[0.570619736426432, 0.32554384589648966, 0.10287442344931619]",0.6402226245754663,1000,1002
88,3,"[-1.4081778946595964, 0.5568115786822077, 0.4067414677071368]","[-0.7991555121559312, 0.6489190945531845, 0.4243658116528974]",3.3718339218724402,1000,1002
89,3,"[-1.3133577818552689, 0.8402499402570274, -0.18361552185894325]","[-0.67569291457153, 0.46735911474649294, 0.22115984647190773]",3.1040613577732894,1000,1002
90,3,"[0.6871473832065145, 1.381855558738537, -1.3527923565489228]","[0.5593133402340124, 0.31285754298580004, 0.09481335035607552]",0.6673098938319046,1000,1002
91,3,"[-1.969582620684957, 1.1432041938771427, 0.44932065342511507]","[-0.9039066328503149, 0.8269115172519956, 0.6873847846075991]",3.6658480952272696,1000,1002
92,3,"[0.8177236771722107, 1.38508277755348, 1.240313589041154]","[1.0620841893631683, 1.1282599913385842, 1.2735337156330762]",0.020342405734678166,1000,1002
93,3,"[1.8879289218204658, 0.1471900829782764, -0.04712188862502753]","[0.7090621475885256, 0.5021110352090022, 0.24929052409736083]",0.33337960817256607,1000,1002
94,3,"[-0.40187002924756965, -1.4184814885101382, 0.29739922588476375]","[0.1573801240191913, 0.031378206439043994, 0.0008205775157446796]",1.6526079418074442,1000,1002
95,3,"[-0.913356700360791, 1.7256755700243476, 0.34074953431899146]","[-0.8854607645332625, 0.7939736951446367, 0.6339451630768485]",3.608536355542889,1000,1002
96,3,"[0.3802733793612192, -0.594228589047767, -1.83505161429931]","[0.3876878793027829, 0.15237739731407368, 0.021502333137382347]",1.09411563236423,1000,1002
97,3,"[-1.9179775370322387, -0.314019249548503, -1.7016202113137138]","[-0.27627922237888725, 0.08879178449831107, 0.008484357653168876]",2.474754197779209,1000,1002
98,3,"[0.43764512989241, 1.5604654311000368, 1.568419088460686]","[1.1032092270006053, 1.217462503060493, 1.4831170613183149]",0.058038824830877155,1000,1002
99,3,"[0.6514499999016237, -1.1827944182868746, 1.4868350212459398]","[0.17082007361223733, 0.03547949361796823, 0.0010553088769295065]",1.6218122932414585,1000,1002
100,3,"[1.581438711042901, -1.2425069160326812, 0.972497247316694]","[0.20803917001219865, 0.04874138427922649, 0.0020298029938251006]",1.5350892244873808,1000,1002
